Year,Agency,Use Case Name,Retired
2024,Department of the Interior,Lava lake thermal pattern classification using self organizing maps and relationships to eruption pr,False
2024,Department of the Interior,Advancing image-based surveys to support sea duck conservation along the Pacific Flyway,False
2024,Department of the Interior,Probabilistic source classification of large tephra producing eruptions using supervised machine lea,False
2024,Department of the Interior,InSAR and other geodetic studies at Volcanoes,False
2024,Department of the Interior,Climate Futures for Lizards and Snakes in Western North America,False
2024,Department of the Interior,Predicting inundation dynamics of small forested wetlands,False
2024,Department of the Interior,Intelligent National Map project,False
2024,Department of the Interior,Machine-learning model to delineate sub-surface agricultural drainage from satellite imagery,False
2024,Department of the Interior,Environmental streamflows in the United States: historical patterns and predictions,False
2024,Department of the Interior,PROSPER,False
2024,Department of the Interior,[Un]supervised clustering of [non-]earthquake signals commonly recorded on regional seismic networks,False
2024,Department of the Interior,"Extracting robust, searchable data from narrative geologic descriptions",False
2024,Department of the Interior,Classifying GPS data to understand flight behavior of birds.,False
2024,Department of the Interior,Whole-lake indexing of round goby abundances with photographic catch data,False
2024,Department of the Interior,Predicting PFAS in shallow soils in northern New England,False
2024,Department of the Interior,Improving accuracy and precision of sonar-based estimates of fish abundance,False
2024,Department of the Interior,Classifying GPS data to understand flight behavior of birds.,False
2024,Department of the Interior,Machine learning-based landscape feature classification using satellite and airborne imagery,False
2024,Department of the Interior,Predicting PFAS occurrence in groundwater using machine learning,False
2024,Department of the Interior,Machine Learning Image Classification,False
2024,Department of the Interior,Zero shot segmentation to expedite Quaternary geologic mapping,False
2024,Department of the Interior,Inventorying landforms with convolutional neural networks,False
2024,Department of the Interior,Tracking wetlands and water movement across watersheds,False
2024,Department of the Interior,"Everglades-Flux, Digital Surveys",False
2024,Department of the Interior,Cooperative Agreement Oakridge National Lab-USGS Research:  Using Artificial Intelligence to Improve,False
2024,Department of the Interior,Improved earthquake detection for research studies,False
2024,Department of the Interior,Machine learning for tsunami source zones,False
2024,Department of the Interior,Mendenhall postdoctoral fellow using machine learning,False
2024,Department of the Interior,Critical Mineral Assessment with AI Support (CriticalMAAS),False
2024,Department of the Interior,Shoreline modeling,False
2024,Department of the Interior,Cell Phone Application for Oil Spill Detection,False
2024,Department of the Interior,Wave runup and total water level observations from time series imagery at several sites with varying,False
2024,Department of the Interior,Development of a Ploidy Distinction Application: A Machine Learning Approach for Discriminating Trip,False
2024,Department of the Interior,Storm Induced Erosion Response Network,False
2024,Department of the Interior,Coastal Ecosystem Prediction System,False
2024,Department of the Interior,National Wildlife Disease Database,False
2024,Department of the Interior,Sediment Transport in Coastal Environments (funded by San Francisco Bay-Delta PES),False
2024,Department of the Interior,"Machine learning based shoreline time-series imputation, classification and forecasting (time-series",False
2024,Department of the Interior,National Oceanographic Partnership Program (NOPP),False
2024,Department of the Interior,RSCC and TCA projects.,False
2024,Department of the Interior,Machinine Learning based shoreline detection and sea ice dynamics using coastal cameras,False
2024,Department of the Interior,Using Machine Learning in USGS StreamStats to make suspended sediment and bedload predictions,False
2024,Department of the Interior,Merbok Supplemental,False
2024,Department of the Interior,Annual National Land Cover Database Deep Learning,False
2024,Department of the Interior,"Event and sequence (life-stage, behavior, activity, movement modality) identification, segmentation,",False
2024,Department of the Interior,Data-driven approaches to filling missing time-series data within the San Francisco Bay-Delta,False
2024,Department of the Interior,Seabird and Marine Mammal Surveys Near Potential Renewable Energy Sites Offshore Central and Souther,False
2024,Department of the Interior,Data-driven approaches to filling missing time-series data within the San Francisco Bay-Delta,False
2024,Department of the Interior,Image classification from images on robotic platforms,False
2024,Department of the Interior,ChatGPT to write Python scripts for ArcGIS Pro Maps to be CVD-Friendly,False
2024,Department of the Interior,Analytical Chemistry & Geologic Resources Identification from Laser Spectroscopy,False
2024,Department of the Interior,Analytical Chemistry & Geologic Resources Identification from X-rays,False
2024,Department of the Interior,Retrieval-Augmented Generation Using USGS Documentation,False
2024,Department of the Interior,Foundation Models to Advance Earth Science,False
2024,Department of the Interior,Rangeland Condition Monitoring Assessment and Projection (RCMAP),False
2024,Department of the Interior,Global Food Security-Support Analysis Data (GFSAD) Project,False
2024,Department of the Interior,Extracting analysis ready information from narrative geologic descriptions,False
2024,Department of the Interior,21st Century Prospecting: AI-assisted Surveying of Critical Mineral Potential,False
2024,Department of the Interior,Articulate Training Develpment AI Add On,False
2024,Department of the Interior,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis 1,False
2024,Department of the Interior,Machine Learning Applied to Geotechnical Engineering: Statistical Methods Applied to Seismic Analysis 1,False
2024,Department of the Interior,Machine Learning Working Group,False
2024,Department of the Interior,Machine Learning for Chemical Savings at Reverse Osmosis Plants,False
2024,Department of the Interior,Machine Learning Refines Quagga Habitat Suitability,False
2024,Department of the Interior,Generative AI to Improve Visitor Experience on NPS.gov,False
2024,Department of the Interior,Autonomous Drone Inspections,False
2024,Department of the Interior,Well Activity Report Classification,False
2024,Department of the Interior,Level 1 Survey Report Corrosion Level Classification,False
2024,Department of the Interior,Well Risk Assessment,False
2024,Department of the Interior,Sustained Casing Pressure Identification,False
2024,Department of the Interior,ROV Smart Touch Subsea Pipeline Inspections,False
2024,Department of Labor,Form Recognition model for Benefits Forms,False
2024,Department of Labor,Language Translation,False
2024,Department of Labor,Audio Transcription,False
2024,Department of Labor,Text to Speech Conversion,False
2024,Department of Labor,Claims Document Processing,True
2024,Department of Labor,Website Chatbot Assistant,False
2024,Department of Labor,Data Ingestion of Payroll Forms,True
2024,Department of Labor,Hololens,False
2024,Department of Labor,DOL Intranet Website Chatbot Assistant,False
2024,Department of Labor,Official Document Validation,True
2024,Department of Labor,Electronic Records Management,False
2024,Department of Labor,Call Recording Analysis,False
2024,Department of Labor,Automatic Document Processing,False
2024,Department of Labor,Automatic Data Processing Workflow with Form Recognizer ,False
2024,Department of Labor,Case Recording summarization,True
2024,Department of Labor,OEWS Occupation Autocoder,False
2024,Department of Labor,Scanner Data Product Classification,False
2024,Department of Labor,Expenditure Classification Autocoder,False
2024,Department of Labor,Generative AI Assistant,False
2024,Department of Labor,Occupation Code Suggestion For Job Duties Data,True
2024,Department of Labor,Notice of Deficiency (NOD) Text Generation using Generative AI model,False
2024,Department of Labor,PII Redaction,False
2024,Department of Labor,Website Chatbot Assistant,False
